timestamp,demand_mw,demand_with_losses_mw,hydro_supply_mw,solar_supply_mw,thermal_supply_mw,total_supply_mw,unmet_demand_mw,frequency_hz
2025-04-07 20:00:00,829.9,926.58,1031.58,0.0,0.0,1031.58,0.0,49.977
2025-04-07 21:00:00,782.75,873.94,1056.97,0.0,0.0,1056.97,0.0,50.008
2025-04-07 22:00:00,682.72,762.26,1016.86,0.0,0.0,1016.86,0.0,50.01
2025-04-07 23:00:00,592.05,661.02,1033.32,0.0,0.0,1033.32,0.0,50.034
2025-04-08 00:00:00,516.45,576.62,1036.53,0.0,0.0,1036.53,0.0,49.994
2025-04-08 01:00:00,511.55,571.14,1045.46,0.0,0.0,1045.46,0.0,49.978
2025-04-08 02:00:00,478.45,534.19,1053.32,0.0,0.0,1053.32,0.0,49.985
2025-04-08 03:00:00,454.89,507.89,1037.52,0.0,0.0,1037.52,0.0,50.03
2025-04-08 04:00:00,469.0,523.64,1013.99,0.0,0.0,1013.99,0.0,50.041
2025-04-08 05:00:00,526.34,587.66,1039.59,0.0,0.0,1039.59,0.0,49.985
2025-04-08 06:00:00,597.92,667.57,1023.63,0.0,0.0,1023.63,0.0,49.996
2025-04-08 07:00:00,752.69,840.38,1052.14,4.76,0.0,1056.91,0.0,50.035
2025-04-08 08:00:00,803.78,897.42,994.19,8.86,0.0,1003.05,0.0,50.018
2025-04-08 09:00:00,807.33,901.39,1026.95,11.21,0.0,1038.15,0.0,49.985
2025-04-08 10:00:00,758.75,847.14,1064.57,15.89,0.0,1080.46,0.0,49.97
2025-04-08 11:00:00,722.71,806.91,1078.91,14.97,0.0,1093.89,0.0,49.983
2025-04-08 12:00:00,715.76,799.14,1026.23,15.35,0.0,1041.59,0.0,50.021
2025-04-08 13:00:00,707.96,790.44,1044.37,14.75,0.0,1059.12,0.0,49.962
2025-04-08 14:00:00,634.12,707.99,1047.06,15.87,0.0,1062.93,0.0,50.004
2025-04-08 15:00:00,679.08,758.2,1025.55,11.97,0.0,1037.52,0.0,49.99
2025-04-08 16:00:00,698.96,780.39,1044.2,8.57,0.0,1052.77,0.0,49.981
2025-04-08 17:00:00,762.89,851.77,1022.98,4.39,0.0,1027.38,0.0,49.987
2025-04-08 18:00:00,868.8,970.02,1009.38,0.0,0.0,1009.38,0.0,50.021
2025-04-08 19:00:00,896.97,1001.47,1052.14,0.0,0.0,1052.14,0.0,50.013
2025-04-08 20:00:00,846.85,945.5,1053.22,0.0,0.0,1053.22,0.0,50.025
2025-04-08 21:00:00,805.93,899.82,991.43,0.0,0.0,991.43,0.0,49.979
2025-04-08 22:00:00,702.13,783.93,1023.74,0.0,0.0,1023.74,0.0,49.957
2025-04-08 23:00:00,594.82,664.11,1018.16,0.0,0.0,1018.16,0.0,50.004
2025-04-09 00:00:00,523.44,584.42,1014.38,0.0,0.0,1014.38,0.0,49.999
2025-04-09 01:00:00,507.21,566.3,1015.51,0.0,0.0,1015.51,0.0,49.987
2025-04-09 02:00:00,454.71,507.68,1064.95,0.0,0.0,1064.95,0.0,49.95
2025-04-09 03:00:00,451.4,503.98,1027.55,0.0,0.0,1027.55,0.0,50.021
2025-04-09 04:00:00,482.47,538.68,982.5,0.0,0.0,982.5,0.0,49.926
2025-04-09 05:00:00,498.72,556.82,1071.25,0.0,0.0,1071.25,0.0,50.017
2025-04-09 06:00:00,613.96,685.49,1043.83,0.0,0.0,1043.83,0.0,50.016
2025-04-09 07:00:00,726.27,810.88,1054.96,4.44,0.0,1059.4,0.0,50.014
2025-04-09 08:00:00,819.27,914.72,1047.83,9.24,0.0,1057.08,0.0,49.998
2025-04-09 09:00:00,773.09,863.16,1062.47,12.3,0.0,1074.78,0.0,49.942
2025-04-09 10:00:00,733.93,819.43,1054.03,14.21,0.0,1068.24,0.0,49.959
2025-04-09 11:00:00,752.18,839.81,1036.05,16.51,0.0,1052.55,0.0,49.978
2025-04-09 12:00:00,696.35,777.47,1052.23,17.11,0.0,1069.34,0.0,50.045
2025-04-09 13:00:00,680.6,759.89,1005.78,16.3,0.0,1022.08,0.0,50.023
2025-04-09 14:00:00,660.89,737.88,1062.75,13.17,0.0,1075.92,0.0,49.995
2025-04-09 15:00:00,703.25,785.18,1013.79,13.22,0.0,1027.0,0.0,49.984
2025-04-09 16:00:00,693.0,773.73,1035.69,9.23,0.0,1044.91,0.0,50.003
2025-04-09 17:00:00,763.53,852.48,1050.73,4.03,0.0,1054.76,0.0,50.02
2025-04-09 18:00:00,845.31,943.78,1041.75,0.0,0.0,1041.75,0.0,50.007
2025-04-09 19:00:00,877.62,979.87,997.33,0.0,0.0,997.33,0.0,49.964
2025-04-09 20:00:00,866.76,967.73,1034.62,0.0,0.0,1034.62,0.0,50.035
2025-04-09 21:00:00,858.68,958.71,1023.87,0.0,0.0,1023.87,0.0,50.011
2025-04-09 22:00:00,725.5,810.02,1048.94,0.0,0.0,1048.94,0.0,49.987
2025-04-09 23:00:00,580.59,648.23,1050.05,0.0,0.0,1050.05,0.0,50.008
2025-04-10 00:00:00,529.88,591.62,1056.08,0.0,0.0,1056.08,0.0,50.03
2025-04-10 01:00:00,484.19,540.6,1077.72,0.0,0.0,1077.72,0.0,50.009
2025-04-10 02:00:00,446.74,498.78,1065.39,0.0,0.0,1065.39,0.0,50.01
2025-04-10 03:00:00,460.98,514.68,1026.64,0.0,0.0,1026.64,0.0,50.038
2025-04-10 04:00:00,481.06,537.1,1048.63,0.0,0.0,1048.63,0.0,49.984
2025-04-10 05:00:00,535.08,597.42,1020.44,0.0,0.0,1020.44,0.0,49.975
2025-04-10 06:00:00,604.16,674.55,1063.5,0.0,0.0,1063.5,0.0,49.988
2025-04-10 07:00:00,734.14,819.66,997.73,4.45,0.0,1002.19,0.0,50.021
2025-04-10 08:00:00,842.62,940.78,1003.43,8.79,0.0,1012.22,0.0,50.024
2025-04-10 09:00:00,798.9,891.97,1075.48,13.88,0.0,1089.36,0.0,50.004
2025-04-10 10:00:00,729.96,815.0,1075.95,13.75,0.0,1089.7,0.0,49.979
2025-04-10 11:00:00,690.12,770.52,1055.89,12.64,0.0,1068.53,0.0,50.045
2025-04-10 12:00:00,721.28,805.31,1005.24,15.57,0.0,1020.8,0.0,49.971
2025-04-10 13:00:00,720.17,804.07,1022.47,17.06,0.0,1039.53,0.0,49.989
2025-04-10 14:00:00,662.81,740.03,1022.12,14.75,0.0,1036.88,0.0,49.982
2025-04-10 15:00:00,685.05,764.85,1034.79,10.85,0.0,1045.64,0.0,50.027
2025-04-10 16:00:00,707.06,789.44,1034.04,7.53,0.0,1041.57,0.0,49.996
2025-04-10 17:00:00,778.51,869.21,1008.35,4.28,0.0,1012.62,0.0,50.041
2025-04-10 18:00:00,872.71,974.38,1067.62,0.0,0.0,1067.62,0.0,50.02
2025-04-10 19:00:00,883.43,986.35,1067.07,0.0,0.0,1067.07,0.0,49.977
2025-04-10 20:00:00,836.81,934.3,1066.02,0.0,0.0,1066.02,0.0,49.992
2025-04-10 21:00:00,798.34,891.35,1003.1,0.0,0.0,1003.1,0.0,49.987
2025-04-10 22:00:00,716.84,800.35,1021.8,0.0,0.0,1021.8,0.0,50.035
2025-04-10 23:00:00,585.33,653.52,1022.8,0.0,0.0,1022.8,0.0,50.021
2025-04-11 00:00:00,512.5,572.21,1025.16,0.0,0.0,1025.16,0.0,49.96
2025-04-11 01:00:00,472.06,527.05,1021.46,0.0,0.0,1021.46,0.0,50.013
2025-04-11 02:00:00,488.09,544.95,1030.71,0.0,0.0,1030.71,0.0,49.998
2025-04-11 03:00:00,458.9,512.36,996.95,0.0,0.0,996.95,0.0,49.968
2025-04-11 04:00:00,476.6,532.12,1065.97,0.0,0.0,1065.97,0.0,49.979
2025-04-11 05:00:00,534.17,596.4,1014.69,0.0,0.0,1014.69,0.0,49.995
2025-04-11 06:00:00,620.29,692.56,999.82,0.0,0.0,999.82,0.0,49.945
2025-04-11 07:00:00,732.87,818.24,989.62,5.13,0.0,994.75,0.0,50.006
2025-04-11 08:00:00,823.91,919.89,1033.6,7.58,0.0,1041.19,0.0,50.002
2025-04-11 09:00:00,782.86,874.07,1023.11,11.62,0.0,1034.73,0.0,49.994
2025-04-11 10:00:00,785.94,877.5,1042.47,14.84,0.0,1057.3,0.0,50.001
2025-04-11 11:00:00,729.38,814.36,1000.99,16.02,0.0,1017.01,0.0,49.994
2025-04-11 12:00:00,711.04,793.88,1042.14,18.46,0.0,1060.6,0.0,49.972
2025-04-11 13:00:00,709.56,792.23,1028.89,16.02,0.0,1044.9,0.0,49.984
2025-04-11 14:00:00,666.14,743.75,1067.03,14.45,0.0,1081.48,0.0,49.981
2025-04-11 15:00:00,699.79,781.32,1087.49,12.8,0.0,1100.29,0.0,50.016
2025-04-11 16:00:00,689.81,770.17,1019.36,9.73,0.0,1029.09,0.0,49.973
2025-04-11 17:00:00,773.92,864.08,1047.01,4.9,0.0,1051.91,0.0,49.986
2025-04-11 18:00:00,877.04,979.21,1034.52,0.0,0.0,1034.52,0.0,50.001
2025-04-11 19:00:00,907.88,1013.65,1054.59,0.0,0.0,1054.59,0.0,49.962
2025-04-11 20:00:00,874.31,976.17,1041.43,0.0,0.0,1041.43,0.0,49.989
2025-04-11 21:00:00,809.53,903.84,1038.96,0.0,0.0,1038.96,0.0,50.001
2025-04-11 22:00:00,700.41,782.01,1057.97,0.0,0.0,1057.97,0.0,50.004
2025-04-11 23:00:00,584.94,653.08,1049.82,0.0,0.0,1049.82,0.0,50.008
2025-04-12 00:00:00,474.54,529.82,1045.51,0.0,0.0,1045.51,0.0,49.981
2025-04-12 01:00:00,471.94,526.92,1054.13,0.0,0.0,1054.13,0.0,49.972
2025-04-12 02:00:00,429.12,479.11,1016.82,0.0,0.0,1016.82,0.0,49.988
2025-04-12 03:00:00,405.61,452.86,1016.55,0.0,0.0,1016.55,0.0,50.005
2025-04-12 04:00:00,424.73,474.21,1015.97,0.0,0.0,1015.97,0.0,49.992
2025-04-12 05:00:00,493.13,550.58,1012.8,0.0,0.0,1012.8,0.0,49.972
2025-04-12 06:00:00,572.18,638.84,1029.37,0.0,0.0,1029.37,0.0,50.055
2025-04-12 07:00:00,688.03,768.19,977.94,4.5,0.0,982.44,0.0,49.98
2025-04-12 08:00:00,756.37,844.49,1028.21,9.78,0.0,1037.99,0.0,49.967
2025-04-12 09:00:00,738.61,824.66,1027.14,12.57,0.0,1039.71,0.0,49.982
2025-04-12 10:00:00,667.61,745.38,1036.82,16.43,0.0,1053.25,0.0,50.022
2025-04-12 11:00:00,657.68,734.3,1020.73,17.27,0.0,1038.0,0.0,50.014
2025-04-12 12:00:00,678.03,757.01,1041.93,18.53,0.0,1060.46,0.0,50.045
2025-04-12 13:00:00,659.53,736.37,1033.55,18.86,0.0,1052.42,0.0,49.975
2025-04-12 14:00:00,613.44,684.9,1051.45,13.86,0.0,1065.32,0.0,49.992
2025-04-12 15:00:00,607.33,678.08,1011.3,11.25,0.0,1022.56,0.0,50.025
2025-04-12 16:00:00,647.18,722.58,1038.0,8.95,0.0,1046.96,0.0,49.974
2025-04-12 17:00:00,733.7,819.18,1003.61,4.4,0.0,1008.01,0.0,50.029
2025-04-12 18:00:00,748.45,835.64,1017.94,0.0,0.0,1017.94,0.0,50.001
2025-04-12 19:00:00,833.23,930.3,1032.28,0.0,0.0,1032.28,0.0,49.98
2025-04-12 20:00:00,775.03,865.32,1042.32,0.0,0.0,1042.32,0.0,49.957
2025-04-12 21:00:00,732.91,818.3,1034.98,0.0,0.0,1034.98,0.0,50.013
2025-04-12 22:00:00,639.55,714.05,1029.99,0.0,0.0,1029.99,0.0,50.037
2025-04-12 23:00:00,540.39,603.34,1059.98,0.0,0.0,1059.98,0.0,50.009
2025-04-13 00:00:00,473.63,528.81,1063.99,0.0,0.0,1063.99,0.0,50.01
2025-04-13 01:00:00,455.29,508.33,1065.88,0.0,0.0,1065.88,0.0,50.007
2025-04-13 02:00:00,424.62,474.08,1006.93,0.0,0.0,1006.93,0.0,50.023
2025-04-13 03:00:00,398.69,445.14,1065.5,0.0,0.0,1065.5,0.0,50.031
2025-04-13 04:00:00,438.77,489.88,1058.09,0.0,0.0,1058.09,0.0,49.928
2025-04-13 05:00:00,489.07,546.05,1042.16,0.0,0.0,1042.16,0.0,49.992
2025-04-13 06:00:00,574.66,641.61,1056.01,0.0,0.0,1056.01,0.0,49.985
2025-04-13 07:00:00,652.53,728.55,1036.79,3.89,0.0,1040.68,0.0,50.005
2025-04-13 08:00:00,767.12,856.49,1034.62,10.08,0.0,1044.7,0.0,49.99
2025-04-13 09:00:00,740.64,826.92,1007.92,12.09,0.0,1020.01,0.0,50.011
2025-04-13 10:00:00,661.17,738.2,1029.82,15.31,0.0,1045.13,0.0,50.008
2025-04-13 11:00:00,662.27,739.42,1013.7,15.71,0.0,1029.41,0.0,49.952
2025-04-13 12:00:00,660.19,737.1,1033.33,16.11,0.0,1049.45,0.0,49.946
2025-04-13 13:00:00,675.29,753.97,1090.43,18.93,0.0,1109.36,0.0,50.019
2025-04-13 14:00:00,659.27,736.08,1050.78,12.46,0.0,1063.25,0.0,49.979
2025-04-13 15:00:00,594.91,664.21,1069.82,12.29,0.0,1082.11,0.0,50.043
2025-04-13 16:00:00,685.81,765.71,1039.35,7.68,0.0,1047.02,0.0,50.021
2025-04-13 17:00:00,687.4,767.49,1009.0,4.26,0.0,1013.25,0.0,49.955
2025-04-13 18:00:00,805.54,899.39,1044.36,0.0,0.0,1044.36,0.0,49.98
2025-04-13 19:00:00,847.73,946.49,1031.62,0.0,0.0,1031.62,0.0,50.006
2025-04-13 20:00:00,782.83,874.03,1040.9,0.0,0.0,1040.9,0.0,49.989
2025-04-13 21:00:00,754.07,841.92,1070.39,0.0,0.0,1070.39,0.0,49.996
2025-04-13 22:00:00,643.83,718.83,1072.77,0.0,0.0,1072.77,0.0,49.972
2025-04-13 23:00:00,553.82,618.34,1036.85,0.0,0.0,1036.85,0.0,50.009
2025-04-14 00:00:00,524.9,586.05,1041.92,0.0,0.0,1041.92,0.0,50.0
2025-04-14 01:00:00,509.7,569.08,1038.56,0.0,0.0,1038.56,0.0,50.019
2025-04-14 02:00:00,468.78,523.4,1074.36,0.0,0.0,1074.36,0.0,49.999
2025-04-14 03:00:00,448.02,500.21,1034.32,0.0,0.0,1034.32,0.0,49.984
2025-04-14 04:00:00,480.72,536.73,1035.62,0.0,0.0,1035.62,0.0,50.003
2025-04-14 05:00:00,529.46,591.14,1012.71,0.0,0.0,1012.71,0.0,50.009
2025-04-14 06:00:00,623.06,695.65,1073.79,0.0,0.0,1073.79,0.0,50.0
2025-04-14 07:00:00,725.58,810.11,1053.17,5.27,0.0,1058.44,0.0,50.031
2025-04-14 08:00:00,806.19,900.11,1020.36,9.01,0.0,1029.37,0.0,49.973
2025-04-14 09:00:00,780.59,871.53,1059.59,13.07,0.0,1072.66,0.0,50.023
2025-04-14 10:00:00,726.39,811.02,1038.8,16.74,0.0,1055.54,0.0,49.97
2025-04-14 11:00:00,733.99,819.51,1002.37,16.75,0.0,1019.12,0.0,50.016
2025-04-14 12:00:00,737.41,823.32,1037.74,19.14,0.0,1056.87,0.0,49.949
2025-04-14 13:00:00,699.13,780.58,1061.67,17.46,0.0,1079.13,0.0,49.993
2025-04-14 14:00:00,708.32,790.84,1056.97,14.89,0.0,1071.87,0.0,50.024
2025-04-14 15:00:00,697.94,779.25,1077.45,12.36,0.0,1089.81,0.0,49.99
2025-04-14 16:00:00,706.12,788.38,1027.95,7.26,0.0,1035.21,0.0,49.997
2025-04-14 17:00:00,749.12,836.39,1021.11,4.5,0.0,1025.61,0.0,50.007
2025-04-14 18:00:00,888.48,991.99,1048.03,0.0,0.0,1048.03,0.0,49.942
2025-04-14 19:00:00,898.44,1003.1,1046.54,0.0,0.0,1046.54,0.0,50.007
2025-04-14 20:00:00,875.57,977.57,1056.48,0.0,0.0,1056.48,0.0,49.976
2025-04-14 21:00:00,802.95,896.5,1045.28,0.0,0.0,1045.28,0.0,50.023
2025-04-14 22:00:00,686.24,766.18,1021.94,0.0,0.0,1021.94,0.0,49.997
2025-04-14 23:00:00,572.07,638.71,1035.97,0.0,0.0,1035.97,0.0,50.006
2025-04-15 00:00:00,530.26,592.03,1034.26,0.0,0.0,1034.26,0.0,49.969
2025-04-15 01:00:00,485.31,541.84,1061.04,0.0,0.0,1061.04,0.0,50.019
2025-04-15 02:00:00,503.8,562.49,1060.17,0.0,0.0,1060.17,0.0,49.998
2025-04-15 03:00:00,437.78,488.78,1059.48,0.0,0.0,1059.48,0.0,49.961
2025-04-15 04:00:00,453.29,506.1,1013.12,0.0,0.0,1013.12,0.0,49.986
2025-04-15 05:00:00,528.66,590.25,1020.95,0.0,0.0,1020.95,0.0,50.016
2025-04-15 06:00:00,635.4,709.42,997.89,0.0,0.0,997.89,0.0,50.002
2025-04-15 07:00:00,739.19,825.31,1058.74,4.79,0.0,1063.53,0.0,50.016
2025-04-15 08:00:00,839.85,937.69,1002.93,9.16,0.0,1012.09,0.0,49.99
2025-04-15 09:00:00,755.5,843.51,1053.09,11.25,0.0,1064.34,0.0,50.029
2025-04-15 10:00:00,725.5,810.02,1046.41,14.08,0.0,1060.49,0.0,50.034
2025-04-15 11:00:00,700.67,782.3,1026.57,15.12,0.0,1041.69,0.0,49.955
2025-04-15 12:00:00,685.89,765.8,1048.71,16.11,0.0,1064.82,0.0,50.013
2025-04-15 13:00:00,704.05,786.08,1004.38,14.58,0.0,1018.97,0.0,50.036
2025-04-15 14:00:00,645.65,720.87,1014.23,14.56,0.0,1028.79,0.0,50.011
2025-04-15 15:00:00,652.69,728.73,1026.8,12.63,0.0,1039.43,0.0,49.998
2025-04-15 16:00:00,692.57,773.26,1034.97,7.97,0.0,1042.94,0.0,49.966
2025-04-15 17:00:00,749.1,836.37,1055.22,4.37,0.0,1059.59,0.0,49.991
2025-04-15 18:00:00,863.47,964.07,1054.31,0.0,0.0,1054.31,0.0,49.986
2025-04-15 19:00:00,906.88,1012.53,1016.44,0.0,0.0,1016.44,0.0,50.021
2025-04-15 20:00:00,892.51,996.48,1053.73,0.0,0.0,1053.73,0.0,50.024
2025-04-15 21:00:00,825.24,921.38,1004.16,0.0,0.0,1004.16,0.0,49.994
2025-04-15 22:00:00,722.02,806.14,1068.47,0.0,0.0,1068.47,0.0,49.975
2025-04-15 23:00:00,593.97,663.17,1045.29,0.0,0.0,1045.29,0.0,49.945
2025-04-16 00:00:00,526.07,587.36,1045.58,0.0,0.0,1045.58,0.0,50.013
2025-04-16 01:00:00,501.44,559.85,1019.08,0.0,0.0,1019.08,0.0,50.011
2025-04-16 02:00:00,469.76,524.48,1051.27,0.0,0.0,1051.27,0.0,49.946
2025-04-16 03:00:00,445.63,497.54,1069.36,0.0,0.0,1069.36,0.0,50.012
2025-04-16 04:00:00,464.21,518.29,1041.94,0.0,0.0,1041.94,0.0,50.02
2025-04-16 05:00:00,511.44,571.02,1041.16,0.0,0.0,1041.16,0.0,49.93
2025-04-16 06:00:00,618.58,690.65,1023.09,0.0,0.0,1023.09,0.0,49.973
2025-04-16 07:00:00,736.42,822.22,1020.13,4.48,0.0,1024.61,0.0,50.061
2025-04-16 08:00:00,814.45,909.33,1031.17,8.19,0.0,1039.36,0.0,50.001
2025-04-16 09:00:00,779.05,869.81,1025.64,12.34,0.0,1037.97,0.0,50.056
2025-04-16 10:00:00,715.82,799.21,1039.06,12.69,0.0,1051.75,0.0,50.005
2025-04-16 11:00:00,737.78,823.73,1069.84,18.34,0.0,1088.18,0.0,50.027
2025-04-16 12:00:00,721.57,805.63,1005.17,17.7,0.0,1022.87,0.0,49.992
2025-04-16 13:00:00,687.0,767.04,1028.36,15.28,0.0,1043.64,0.0,49.983
2025-04-16 14:00:00,697.98,779.29,1031.72,14.03,0.0,1045.75,0.0,49.96
2025-04-16 15:00:00,665.68,743.24,1020.14,10.38,0.0,1030.52,0.0,50.013
2025-04-16 16:00:00,677.46,756.38,1073.41,8.29,0.0,1081.7,0.0,49.978
2025-04-16 17:00:00,784.7,876.12,1038.87,4.23,0.0,1043.1,0.0,49.976
2025-04-16 18:00:00,843.7,941.99,1029.97,0.0,0.0,1029.97,0.0,49.961
2025-04-16 19:00:00,890.99,994.79,1027.44,0.0,0.0,1027.44,0.0,50.0
2025-04-16 20:00:00,874.09,975.92,1045.14,0.0,0.0,1045.14,0.0,50.019
2025-04-16 21:00:00,833.32,930.4,1043.95,0.0,0.0,1043.95,0.0,49.994
2025-04-16 22:00:00,702.5,784.34,1068.35,0.0,0.0,1068.35,0.0,49.992
2025-04-16 23:00:00,576.32,643.46,1050.6,0.0,0.0,1050.6,0.0,50.038
2025-04-17 00:00:00,529.32,590.99,1026.52,0.0,0.0,1026.52,0.0,49.959
2025-04-17 01:00:00,489.21,546.2,1035.24,0.0,0.0,1035.24,0.0,50.045
2025-04-17 02:00:00,490.3,547.42,1006.25,0.0,0.0,1006.25,0.0,49.966
2025-04-17 03:00:00,450.18,502.63,992.12,0.0,0.0,992.12,0.0,49.997
2025-04-17 04:00:00,442.04,493.54,1022.12,0.0,0.0,1022.12,0.0,50.009
2025-04-17 05:00:00,526.89,588.27,1012.73,0.0,0.0,1012.73,0.0,50.024
2025-04-17 06:00:00,642.03,716.82,1063.75,0.0,0.0,1063.75,0.0,49.96
2025-04-17 07:00:00,767.4,856.81,1013.05,3.86,0.0,1016.92,0.0,50.004
2025-04-17 08:00:00,866.27,967.19,1034.55,8.95,0.0,1043.51,0.0,49.985
2025-04-17 09:00:00,772.14,862.09,1018.8,12.02,0.0,1030.83,0.0,50.025
2025-04-17 10:00:00,755.15,843.13,1028.51,17.73,0.0,1046.24,0.0,49.984
2025-04-17 11:00:00,707.31,789.71,999.71,15.91,0.0,1015.62,0.0,49.952
2025-04-17 12:00:00,724.35,808.73,998.72,17.44,0.0,1016.16,0.0,50.009
2025-04-17 13:00:00,679.95,759.16,1025.93,20.0,0.0,1045.93,0.0,49.999
2025-04-17 14:00:00,673.27,751.7,1036.55,14.95,0.0,1051.5,0.0,50.044
2025-04-17 15:00:00,663.87,741.21,1058.55,11.96,0.0,1070.51,0.0,50.024
2025-04-17 16:00:00,718.08,801.73,1048.14,7.83,0.0,1055.97,0.0,49.978
2025-04-17 17:00:00,780.65,871.59,1008.83,4.94,0.0,1013.77,0.0,50.024
2025-04-17 18:00:00,861.28,961.62,1066.36,0.0,0.0,1066.36,0.0,50.002
2025-04-17 19:00:00,869.99,971.34,1013.65,0.0,0.0,1013.65,0.0,50.018
2025-04-17 20:00:00,866.57,967.52,1002.59,0.0,0.0,1002.59,0.0,49.981
2025-04-17 21:00:00,795.23,887.88,1015.73,0.0,0.0,1015.73,0.0,49.991
2025-04-17 22:00:00,717.57,801.17,1004.78,0.0,0.0,1004.78,0.0,50.016
2025-04-17 23:00:00,611.76,683.03,1003.53,0.0,0.0,1003.53,0.0,50.018
2025-04-18 00:00:00,536.13,598.59,1012.08,0.0,0.0,1012.08,0.0,49.947
2025-04-18 01:00:00,485.97,542.58,1026.03,0.0,0.0,1026.03,0.0,50.014
2025-04-18 02:00:00,436.23,487.05,1022.1,0.0,0.0,1022.1,0.0,49.979
2025-04-18 03:00:00,430.4,480.54,1011.97,0.0,0.0,1011.97,0.0,50.006
2025-04-18 04:00:00,484.94,541.44,1007.89,0.0,0.0,1007.89,0.0,49.959
2025-04-18 05:00:00,517.09,577.34,1025.34,0.0,0.0,1025.34,0.0,50.022
2025-04-18 06:00:00,600.9,670.9,1057.92,0.0,0.0,1057.92,0.0,50.017
2025-04-18 07:00:00,768.8,858.36,1029.36,3.63,0.0,1032.98,0.0,49.979
2025-04-18 08:00:00,854.74,954.31,1061.72,8.97,0.0,1070.7,0.0,50.01
2025-04-18 09:00:00,792.99,885.38,1021.8,11.92,0.0,1033.73,0.0,49.999
2025-04-18 10:00:00,733.06,818.46,1044.99,14.33,0.0,1059.33,0.0,50.015
2025-04-18 11:00:00,718.08,801.74,1029.69,16.28,0.0,1045.96,0.0,49.965
2025-04-18 12:00:00,724.55,808.96,1012.04,14.81,0.0,1026.85,0.0,49.97
2025-04-18 13:00:00,730.55,815.66,1042.04,16.67,0.0,1058.72,0.0,49.982
2025-04-18 14:00:00,691.67,772.25,1053.76,13.12,0.0,1066.87,0.0,49.999
2025-04-18 15:00:00,687.69,767.81,1051.69,11.75,0.0,1063.44,0.0,50.041
2025-04-18 16:00:00,722.98,807.21,1024.29,8.61,0.0,1032.89,0.0,50.004
2025-04-18 17:00:00,743.11,829.68,1081.82,4.78,0.0,1086.59,0.0,50.024
2025-04-18 18:00:00,871.69,973.25,1055.63,0.0,0.0,1055.63,0.0,49.978
2025-04-18 19:00:00,893.94,998.09,1045.54,0.0,0.0,1045.54,0.0,49.986
2025-04-18 20:00:00,818.61,913.98,1048.33,0.0,0.0,1048.33,0.0,49.983
2025-04-18 21:00:00,767.4,856.8,1007.11,0.0,0.0,1007.11,0.0,49.995
2025-04-18 22:00:00,684.57,764.32,1054.44,0.0,0.0,1054.44,0.0,50.017
2025-04-18 23:00:00,602.27,672.44,1003.28,0.0,0.0,1003.28,0.0,49.992
2025-04-19 00:00:00,482.02,538.17,1014.62,0.0,0.0,1014.62,0.0,49.992
2025-04-19 01:00:00,457.89,511.23,996.51,0.0,0.0,996.51,0.0,50.015
2025-04-19 02:00:00,451.95,504.6,1027.03,0.0,0.0,1027.03,0.0,49.987
2025-04-19 03:00:00,401.21,447.95,1048.36,0.0,0.0,1048.36,0.0,49.981
2025-04-19 04:00:00,430.63,480.8,1023.95,0.0,0.0,1023.95,0.0,49.992
2025-04-19 05:00:00,484.31,540.73,999.44,0.0,0.0,999.44,0.0,50.046
2025-04-19 06:00:00,553.15,617.59,1041.15,0.0,0.0,1041.15,0.0,50.022
2025-04-19 07:00:00,680.02,759.24,1041.31,4.4,0.0,1045.71,0.0,50.047
2025-04-19 08:00:00,731.92,817.18,1001.65,9.17,0.0,1010.82,0.0,49.967
2025-04-19 09:00:00,754.97,842.92,1055.37,12.13,0.0,1067.5,0.0,50.01
2025-04-19 10:00:00,667.96,745.78,1056.57,14.86,0.0,1071.43,0.0,49.991
2025-04-19 11:00:00,696.63,777.79,1036.65,16.69,0.0,1053.34,0.0,49.992
2025-04-19 12:00:00,662.43,739.6,1038.5,14.7,0.0,1053.2,0.0,49.961
2025-04-19 13:00:00,663.01,740.25,1039.94,16.94,0.0,1056.88,0.0,50.033
2025-04-19 14:00:00,628.98,702.25,1011.35,14.91,0.0,1026.26,0.0,49.959
2025-04-19 15:00:00,621.05,693.41,1053.3,12.88,0.0,1066.18,0.0,50.022
2025-04-19 16:00:00,636.95,711.16,999.28,8.91,0.0,1008.19,0.0,49.99
2025-04-19 17:00:00,706.5,788.81,1019.88,4.33,0.0,1024.2,0.0,49.977
2025-04-19 18:00:00,793.53,885.98,1027.76,0.0,0.0,1027.76,0.0,49.976
2025-04-19 19:00:00,812.46,907.11,1005.88,0.0,0.0,1005.88,0.0,50.001
2025-04-19 20:00:00,801.33,894.69,988.02,0.0,0.0,988.02,0.0,49.991
2025-04-19 21:00:00,734.46,820.03,1005.35,0.0,0.0,1005.35,0.0,50.0
2025-04-19 22:00:00,683.55,763.19,1007.05,0.0,0.0,1007.05,0.0,49.95
2025-04-19 23:00:00,545.72,609.3,1049.92,0.0,0.0,1049.92,0.0,49.948
2025-04-20 00:00:00,499.32,557.5,1020.35,0.0,0.0,1020.35,0.0,49.954
2025-04-20 01:00:00,453.66,506.51,1039.92,0.0,0.0,1039.92,0.0,50.02
2025-04-20 02:00:00,433.81,484.35,1028.46,0.0,0.0,1028.46,0.0,50.036
2025-04-20 03:00:00,400.75,447.44,1012.02,0.0,0.0,1012.02,0.0,49.993
